158,hsa-mir-548c
159,hsa-mir-593
160,hsa-mir-595
161,hsa-mir-629
162,hsa-mir-654
163,hsa-mir-660
164,hsa-mir-744
165,hsa-mir-760
166,hsa-mir-769
167,hsa-mir-9-1
168,hsa-mir-9-2
169,hsa-mir-9-3
170,hsa-mir-99b
171,hsa-mir-148a
172,hsa-mir-451a
173,hsa-mir-1-1
174,hsa-mir-1-2
175,hsa-mir-103a-1
176,hsa-mir-107
177,hsa-mir-10b
178,hsa-mir-200a
179,hsa-mir-211
180,hsa-mir-216a
181,hsa-mir-302b
182,hsa-mir-30b
183,hsa-mir-30c-2
184,hsa-mir-34b
185,hsa-mir-424
186,hsa-mir-506
187,hsa-mir-518c
188,hsa-mir-518d
189,hsa-mir-518e
190,hsa-mir-520d
191,hsa-mir-524
192,hsa-mir-526b
193,hsa-mir-98
194,hsa-mir-455
195,hsa-mir-500a
196,hsa-mir-650
197,hsa-mir-874
198,hsa-mir-1181
199,hsa-mir-135a-1
200,hsa-mir-145
201,hsa-mir-19b-1
202,hsa-mir-150
203,hsa-mir-194-1
204,hsa-mir-194-2
205,hsa-mir-221
206,hsa-mir-32
207,hsa-mir-375
208,hsa-mir-494
209,hsa-mir-498
210,hsa-mir-630
211,hsa-mir-516b-1
212,hsa-mir-516b-2
213,hsa-mir-550a-1
214,hsa-mir-550a-2
215,hsa-mir-181d
216,hsa-mir-302d
217,hsa-mir-513a-1
218,hsa-mir-513a-2
219,hsa-mir-552
220,hsa-mir-603
221,hsa-mir-34c
222,hsa-mir-449a
223,hsa-mir-449b
224,hsa-mir-520f
225,hsa-mir-514a-1
226,hsa-mir-514a-2
227,hsa-mir-100
228,hsa-mir-142
229,hsa-mir-431
230,hsa-mir-154
231,hsa-mir-186
232,hsa-mir-187
233,hsa-mir-202
234,hsa-mir-204
235,hsa-mir-217
236,hsa-mir-326
237,hsa-mir-329-1
238,hsa-mir-329-2
239,hsa-mir-330
240,hsa-mir-339
241,hsa-mir-372
242,hsa-mir-373
243,hsa-mir-412
244,hsa-mir-137
245,hsa-mir-371a
246,hsa-mir-515-1
247,hsa-mir-515-2
248,hsa-mir-1260a
249,hsa-mir-1290
250,hsa-mir-522
251,hsa-mir-548b
252,hsa-mir-664a
253,hsa-mir-130b
254,hsa-mir-138-1
255,hsa-mir-146b
256,hsa-mir-195
257,hsa-mir-196a-1
258,hsa-mir-196a-2
259,hsa-mir-20b
260,hsa-mir-218-2
261,hsa-mir-33a
262,hsa-mir-335
263,hsa-mir-361
264,hsa-mir-370
265,hsa-mir-422a
266,hsa-mir-488
267,hsa-mir-492
268,hsa-mir-493
269,hsa-mir-497
270,hsa-mir-518a-1
271,hsa-mir-526a-1
272,hsa-mir-551a
273,hsa-mir-608
274,hsa-mir-611
275,hsa-mir-621
276,hsa-mir-625
277,hsa-mir-642a
278,hsa-mir-657
279,hsa-mir-92b
280,hsa-mir-130a
281,hsa-mir-214
282,hsa-mir-28
283,hsa-mir-302c
284,hsa-mir-378a
285,hsa-mir-1469
286,hsa-mir-219-a
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
